season_code,league_name,division,Date,HomeTeam,AwayTeam,result,result_ht,league_id,home_cluster,away_cluster,elo,elo_away,elo_diff,avg_home_score_5,avg_home_score_ht_5,avg_home_shots_on_target_5,avg_home_shots_5,avg_home_corners_5,avg_home_fouls_5,avg_home_yellow_5,avg_home_red_5,avg_away_score_5,avg_away_score_ht_5,avg_away_shots_on_target_5,avg_away_shots_5,avg_away_corners_5,avg_away_fouls_5,avg_away_yellow_5,avg_away_red_5,home_score,away_score
1617,Premier League,E0,2016-09-24,Sunderland,Crystal Palace,2,0,2,1,1,80.776,100.142,-19.366,0.5,0.0,3.5,14.5,6.5,11.0,1.0,0.0,1.0,0.5,3.0,11.0,5.0,9.0,2.5,0.0,2,3
1617,Premier League,E0,2016-09-24,Swansea,Man City,2,1,2,1,1,90.139,124.433,-34.294,1.0,0.0,2.5,9.5,4.5,12.0,1.5,0.0,3.0,2.0,6.0,15.0,5.5,11.5,3.0,0.0,1,3
1617,Premier League,E0,2016-09-25,West Ham,Southampton,2,2,2,1,1,85.139,95.146,-10.007,1.5,1.0,3.0,17.0,2.5,12.5,2.5,0.0,0.5,0.5,3.0,12.0,0.5,8.0,2.5,0.0,0,3
1617,Premier League,E0,2016-09-26,Burnley,Watford,0,0,2,1,1,90.42,100.357,-9.937,1.0,0.667,2.333,8.667,4.333,12.333,1.667,0.0,2.5,1.5,4.5,9.0,3.0,13.5,2.0,0.5,2,0
1617,Premier League,E0,2016-09-30,Everton,Crystal Palace,1,0,2,1,1,114.013,104.864,9.149,1.667,1.333,7.0,14.667,6.667,9.667,1.333,0.0,1.667,0.333,3.333,14.0,5.0,10.0,2.333,0.0,1,1
1617,Premier League,E0,2016-10-01,Hull,Chelsea,2,1,2,1,1,95.007,104.372,-9.365,1.0,0.333,3.0,9.333,2.667,8.667,1.333,0.333,1.333,0.333,4.333,16.667,5.667,9.667,3.0,0.0,0,2
1617,Premier League,E0,2016-10-01,Sunderland,West Brom,1,2,2,1,1,76.054,99.511,-23.457,1.0,0.333,3.667,13.333,5.333,12.333,0.667,0.0,0.667,0.0,2.667,11.333,5.667,13.0,3.0,0.0,1,1
1617,Premier League,E0,2016-10-01,Swansea,Liverpool,2,0,2,1,1,85.631,114.922,-29.291,1.0,0.333,3.333,10.667,3.667,13.0,1.667,0.0,1.75,1.0,5.0,17.0,6.25,13.0,2.5,0.0,1,2
1617,Premier League,E0,2016-10-01,Watford,Bournemouth,1,2,2,1,1,95.214,95.914,-0.7,1.667,0.333,4.333,10.0,2.667,17.333,4.333,0.0,0.333,0.333,3.333,8.0,5.0,12.0,1.0,0.333,2,2
1617,Premier League,E0,2016-10-01,West Ham,Middlesbrough,1,1,2,1,1,80.283,90.138,-9.855,1.0,0.667,2.333,15.667,3.667,11.333,3.333,0.0,1.0,1.0,1.667,7.333,2.667,13.333,1.667,0.0,1,1
1617,Premier League,E0,2016-10-02,Burnley,Arsenal,2,1,2,1,1,95.563,114.92,-19.357,1.25,0.75,2.75,9.75,5.0,12.0,1.5,0.0,2.333,1.333,6.667,15.667,4.333,11.333,1.667,0.0,0,1
1617,Premier League,E0,2016-10-02,Leicester,Southampton,1,1,2,1,1,95.142,100.002,-4.86,1.667,0.667,4.333,11.667,4.333,11.667,1.0,0.0,1.333,0.667,5.0,14.0,1.0,10.0,2.333,0.0,0,0
1617,Premier League,E0,2016-10-02,Man United,Stoke,1,1,2,1,1,109.647,80.845,28.802,2.333,2.0,5.0,14.0,5.333,11.667,1.333,0.0,0.667,0.0,2.0,10.333,4.333,11.333,2.333,0.0,1,1
1617,Premier League,E0,2016-10-02,Tottenham,Man City,0,0,2,1,1,119.017,128.941,-9.924,1.0,0.0,6.0,20.667,9.667,12.333,2.333,0.0,3.0,1.667,5.333,16.0,6.0,10.667,3.333,0.0,2,0
1617,Premier League,E0,2016-10-15,Arsenal,Swansea,0,0,2,1,1,119.642,81.052,38.59,2.667,1.667,4.0,13.333,6.667,10.667,1.667,0.0,0.667,0.0,5.0,11.667,3.667,11.0,1.667,0.0,3,2
1617,Premier League,E0,2016-10-15,Bournemouth,Hull,0,0,2,1,1,95.904,90.142,5.762,1.0,0.333,3.0,11.0,6.333,8.667,1.0,0.0,1.333,0.0,2.667,8.333,4.667,7.0,0.667,0.333,6,1
1617,Premier League,E0,2016-10-15,Chelsea,Leicester,0,0,2,1,1,109.237,95.212,14.025,2.0,0.667,6.667,16.667,7.333,9.333,2.667,0.0,1.0,0.333,3.667,13.333,5.333,12.333,2.0,0.0,3,0
