Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-12-11,448.9500122070313,449.2699890136719,440.3299865722656,446.8900146484375,55979500,0.0,0.0,TSLA
2025-12-12,277.8999938964844,279.2200012207031,276.82000732421875,278.2799987792969,39532900,0.0,0.0,AAPL
2025-12-12,479.82000732421875,482.45001220703125,476.3399963378906,478.5299987792969,21248100,0.0,0.0,MSFT
2025-12-12,448.0899963378906,463.010009765625,441.6700134277344,458.9599914550781,95656700,0.0,0.0,TSLA
2025-12-15,280.1499938964844,280.1499938964844,272.8399963378906,274.1099853515625,50409100,0.0,0.0,AAPL
2025-12-15,480.1000061035156,480.7200012207031,472.5199890136719,474.82000732421875,23727700,0.0,0.0,MSFT
2025-12-15,469.4400024414063,481.7699890136719,467.6600036621094,475.30999755859375,114542200,0.0,0.0,TSLA
2025-12-16,272.82000732421875,275.5,271.7900085449219,274.6099853515625,37648600,0.0,0.0,AAPL
2025-12-16,471.9100036621094,477.8900146484375,470.8800048828125,476.3900146484375,20705600,0.0,0.0,MSFT
2025-12-16,472.2099914550781,491.5,465.8299865722656,489.8800048828125,107608100,0.0,0.0,TSLA
2025-12-17,275.010009765625,276.1600036621094,271.6400146484375,271.8399963378906,50138700,0.0,0.0,AAPL
2025-12-17,476.9100036621094,480.0,475.0,476.1199951171875,24527200,0.0,0.0,MSFT
2025-12-17,488.2200012207031,495.2799987792969,466.2000122070313,467.260009765625,106490400,0.0,0.0,TSLA
2025-12-18,273.6099853515625,273.6300048828125,266.95001220703125,272.19000244140625,51630700,0.0,0.0,AAPL
2025-12-18,478.19000244140625,489.6000061035156,477.8900146484375,483.9800109863281,28573500,0.0,0.0,MSFT
2025-12-18,478.1600036621094,490.8599853515625,473.1199951171875,483.3699951171875,95168400,0.0,0.0,TSLA
2025-12-19,272.1499938964844,274.6000061035156,269.8999938964844,273.6700134277344,144632000,0.0,0.0,AAPL
2025-12-19,487.3599853515625,487.8500061035156,482.489990234375,485.9200134277344,70836100,0.0,0.0,MSFT
2025-12-19,488.1199951171875,490.489990234375,474.7200012207031,481.2000122070313,103305400,0.0,0.0,TSLA
2025-12-22,272.8599853515625,273.8800048828125,270.510009765625,270.9700012207031,36571800,0.0,0.0,AAPL
2025-12-22,486.1199951171875,488.7300109863281,482.69000244140625,484.9200134277344,16963000,0.0,0.0,MSFT
2025-12-22,489.8800048828125,498.8299865722656,485.3299865722656,488.7300109863281,86916100,0.0,0.0,TSLA
2025-12-23,270.8399963378906,272.5,269.5599975585937,272.3599853515625,29642000,0.0,0.0,AAPL
2025-12-23,484.9800109863281,487.8299865722656,484.739990234375,486.8500061035156,14683600,0.0,0.0,MSFT
2025-12-23,489.3999938964844,491.9700012207031,482.8399963378906,485.55999755859375,58223600,0.0,0.0,TSLA
2025-12-24,272.3399963378906,275.42999267578125,272.20001220703125,273.8099975585937,17910600,0.0,0.0,AAPL
2025-12-24,485.67999267578125,489.1600036621094,484.8299865722656,488.0199890136719,5855900,0.0,0.0,MSFT
2025-12-24,488.4800109863281,490.8999938964844,476.7999877929688,485.3999938964844,41285400,0.0,0.0,TSLA
2025-12-26,274.1600036621094,275.3699951171875,272.8599853515625,273.3999938964844,21521800,0.0,0.0,AAPL
2025-12-26,486.7099914550781,488.1199951171875,485.9599914550781,487.7099914550781,8842200,0.0,0.0,MSFT
2025-12-26,485.2300109863281,489.0899963378906,473.8200073242188,475.1900024414063,58780700,0.0,0.0,TSLA
2025-12-29,272.69000244140625,274.3599853515625,272.3500061035156,273.760009765625,23715200,0.0,0.0,AAPL
2025-12-29,484.8599853515625,488.3500061035156,484.17999267578125,487.1000061035156,10893400,0.0,0.0,MSFT
2025-12-29,469.0,469.3999938964844,459.0,459.6400146484375,66263000,0.0,0.0,TSLA
2025-12-30,272.8099975585937,274.0799865722656,272.2799987792969,273.0799865722656,22139600,0.0,0.0,AAPL
2025-12-30,485.92999267578125,489.67999267578125,485.5,487.4800109863281,13944500,0.0,0.0,MSFT
2025-12-30,461.0899963378906,463.1199951171875,453.8299865722656,454.4299926757813,59238500,0.0,0.0,TSLA
2025-12-31,273.0599975585937,273.67999267578125,271.75,271.8599853515625,27293600,0.0,0.0,AAPL
2025-12-31,487.8399963378906,488.1400146484375,483.29998779296875,483.6199951171875,15601600,0.0,0.0,MSFT
2025-12-31,456.1000061035156,456.5499877929688,449.2999877929688,449.7200012207031,49078000,0.0,0.0,TSLA
2026-01-02,272.260009765625,277.8399963378906,269.0,271.010009765625,37838100,0.0,0.0,AAPL
2026-01-02,484.3900146484375,484.6600036621094,470.1600036621094,472.94000244140625,25571600,0.0,0.0,MSFT
2026-01-02,457.7999877929688,458.3399963378906,435.2999877929688,438.0700073242188,85535400,0.0,0.0,TSLA
2026-01-05,270.6400146484375,271.510009765625,266.1400146484375,267.260009765625,45647200,0.0,0.0,AAPL
2026-01-05,474.05999755859375,476.07000732421875,469.5,472.8500061035156,25250300,0.0,0.0,MSFT
2026-01-05,447.989990234375,457.5499877929688,444.5700073242188,451.6700134277344,67940800,0.0,0.0,TSLA
2026-01-06,267.0,267.54998779296875,262.1199951171875,262.3599853515625,52352100,0.0,0.0,AAPL
2026-01-06,473.79998779296875,478.739990234375,469.75,478.510009765625,23037700,0.0,0.0,MSFT
2026-01-06,446.3800048828125,448.25,428.7799987792969,432.9599914550781,89093800,0.0,0.0,TSLA
2026-01-07,263.20001220703125,263.67999267578125,259.8099975585937,260.3299865722656,48309800,0.0,0.0,AAPL
2026-01-07,479.760009765625,489.70001220703125,477.95001220703125,483.4700012207031,25564200,0.0,0.0,MSFT
2026-01-07,435.8999938964844,438.3699951171875,431.2900085449219,431.4100036621094,59828800,0.0,0.0,TSLA
2026-01-08,257.0199890136719,259.2900085449219,255.6999969482422,259.0400085449219,50419300,0.0,0.0,AAPL
2026-01-08,481.239990234375,482.6600036621094,475.8599853515625,478.1099853515625,18162600,0.0,0.0,MSFT
2026-01-08,427.8900146484375,436.8900146484375,424.3699951171875,435.7999877929688,57041100,0.0,0.0,TSLA
2026-01-09,259.0799865722656,260.2099914550781,256.2200012207031,259.3699951171875,39997000,0.0,0.0,AAPL
2026-01-09,474.05999755859375,479.82000732421875,472.20001220703125,479.2799987792969,18491000,0.0,0.0,MSFT
2026-01-09,435.9500122070313,449.0499877929688,430.3900146484375,445.010009765625,67331500,0.0,0.0,TSLA
2026-01-12,259.1600036621094,261.29998779296875,256.79998779296875,260.25,45263800,0.0,0.0,AAPL
2026-01-12,476.6700134277344,480.989990234375,475.67999267578125,477.17999267578125,23519900,0.0,0.0,MSFT
2026-01-12,441.2300109863281,454.2999877929688,438.0,448.9599914550781,61649600,0.0,0.0,TSLA
2026-01-13,258.7200012207031,261.8099975585937,258.3900146484375,261.04998779296875,45730800,0.0,0.0,AAPL
2026-01-13,474.67999267578125,475.7799987792969,465.95001220703125,470.6700134277344,28545800,0.0,0.0,MSFT
2026-01-13,450.2000122070313,451.80999755859375,443.9500122070313,447.2000122070313,53719200,0.0,0.0,TSLA
2026-01-14,259.489990234375,261.82000732421875,256.7099914550781,259.9599914550781,40019400,0.0,0.0,AAPL
2026-01-14,466.4599914550781,468.20001220703125,457.1700134277344,459.3800048828125,28184300,0.0,0.0,MSFT
2026-01-14,442.80999755859375,443.9100036621094,434.2200012207031,439.2000122070313,57259500,0.0,0.0,TSLA
2026-01-15,260.6499938964844,261.0400085449219,257.04998779296875,258.2099914550781,39388600,0.0,0.0,AAPL
2026-01-15,464.1199951171875,464.25,455.8999938964844,456.6600036621094,23225800,0.0,0.0,MSFT
2026-01-15,441.1300048828125,445.3599853515625,437.6499938964844,438.5700073242188,49465800,0.0,0.0,TSLA
2026-01-16,257.8999938964844,258.8999938964844,254.92999267578125,255.52999877929688,72142800,0.0,0.0,AAPL
2026-01-16,457.8299865722656,463.19000244140625,456.4800109863281,459.8599853515625,34246700,0.0,0.0,MSFT
2026-01-16,439.5,447.25,435.260009765625,437.5,60220600,0.0,0.0,TSLA
2026-01-20,252.72999572753903,254.7899932861328,243.4199981689453,246.6999969482422,80267500,0.0,0.0,AAPL
2026-01-20,451.2200012207031,456.79998779296875,449.2799987792969,454.5199890136719,26130000,0.0,0.0,MSFT
2026-01-20,429.3599853515625,430.7300109863281,417.4400024414063,419.25,63187300,0.0,0.0,TSLA
2026-01-21,248.6999969482422,251.5599975585937,245.17999267578125,247.6499938964844,54641700,0.0,0.0,AAPL
2026-01-21,452.6000061035156,452.69000244140625,438.67999267578125,444.1099853515625,37980500,0.0,0.0,MSFT
2026-01-21,421.6600036621094,438.2000122070313,419.6199951171875,431.4400024414063,68124000,0.0,0.0,TSLA
2026-01-22,249.1999969482422,251.0,248.1499938964844,248.3500061035156,39708300,0.0,0.0,AAPL
2026-01-22,447.6199951171875,452.8399963378906,444.70001220703125,451.1400146484375,25349400,0.0,0.0,MSFT
2026-01-22,435.1600036621094,449.5,432.6300048828125,449.3599853515625,71546700,0.0,0.0,TSLA
2026-01-23,247.32000732421875,249.41000366210932,244.67999267578125,248.0399932861328,41689000,0.0,0.0,AAPL
2026-01-23,451.8699951171875,471.1000061035156,450.5299987792969,465.95001220703125,38000200,0.0,0.0,MSFT
2026-01-23,447.4299926757813,452.4299926757813,444.0400085449219,449.05999755859375,56771400,0.0,0.0,TSLA
2026-01-26,251.47999572753903,256.5599975585937,249.8000030517578,255.41000366210932,55969200,0.0,0.0,AAPL
2026-01-26,465.30999755859375,474.25,462.0,470.2799987792969,29291200,0.0,0.0,MSFT
2026-01-26,445.0,445.0400085449219,434.2799987792969,435.2000122070313,49397400,0.0,0.0,TSLA
2026-01-27,259.1700134277344,261.95001220703125,258.2099914550781,258.2699890136719,49648300,0.0,0.0,AAPL
2026-01-27,473.70001220703125,482.8699951171875,473.1600036621094,480.5799865722656,29213900,0.0,0.0,MSFT
2026-01-27,437.4100036621094,437.5199890136719,430.6900024414063,430.8999938964844,37733100,0.0,0.0,TSLA
2026-01-28,257.6499938964844,258.8599853515625,254.509994506836,256.44000244140625,41288000,0.0,0.0,AAPL
2026-01-28,483.2099914550781,483.739990234375,478.0,481.6300048828125,36875400,0.0,0.0,MSFT
2026-01-28,431.9100036621094,438.260009765625,430.1000061035156,431.4599914550781,54857400,0.0,0.0,TSLA
2026-01-29,258.0,259.6499938964844,254.41000366210932,258.2799987792969,67253000,0.0,0.0,AAPL
2026-01-29,439.989990234375,442.5,421.0199890136719,433.5,128855300,0.0,0.0,MSFT
2026-01-29,437.7999877929688,440.2300109863281,414.6199951171875,416.55999755859375,81686100,0.0,0.0,TSLA
2026-01-30,255.1699981689453,261.8999938964844,252.17999267578125,259.4800109863281,92443400,0.0,0.0,AAPL
2026-01-30,439.1700134277344,439.6000061035156,426.45001220703125,430.2900085449219,58566800,0.0,0.0,MSFT
2026-01-30,425.3500061035156,439.8800048828125,422.7000122070313,430.4100036621094,82626100,0.0,0.0,TSLA
2026-02-02,260.0299987792969,270.489990234375,259.2099914550781,270.010009765625,73913400,0.0,0.0,AAPL
2026-02-02,430.239990234375,430.739990234375,422.25,423.3699951171875,42219900,0.0,0.0,MSFT
2026-02-02,421.2900085449219,427.1499938964844,414.5,421.80999755859375,58739500,0.0,0.0,TSLA
2026-02-03,269.20001220703125,271.8800048828125,267.6099853515625,269.4800109863281,64394700,0.0,0.0,AAPL
2026-02-03,422.010009765625,422.04998779296875,408.55999755859375,411.2099914550781,61424100,0.0,0.0,MSFT
2026-02-03,424.2699890136719,428.55999755859375,413.6900024414063,421.9599914550781,56886500,0.0,0.0,TSLA
2026-02-04,272.2900085449219,278.95001220703125,272.2900085449219,276.489990234375,90545700,0.0,0.0,AAPL
2026-02-04,411.0,419.79998779296875,409.239990234375,414.19000244140625,45012400,0.0,0.0,MSFT
2026-02-04,420.4599914550781,423.8999938964844,399.1799926757813,406.010009765625,74606900,0.0,0.0,TSLA
2026-02-05,278.1300048828125,279.5,273.2300109863281,275.9100036621094,52977400,0.0,0.0,AAPL
2026-02-05,407.44000244140625,408.29998779296875,392.32000732421875,393.6700134277344,66289200,0.0,0.0,MSFT
2026-02-05,397.0199890136719,402.1000061035156,387.5299987792969,397.2099914550781,72819800,0.0,0.0,TSLA
2026-02-06,277.1199951171875,280.9100036621094,276.92999267578125,278.1199951171875,50420700,0.0,0.0,AAPL
2026-02-06,399.1700134277344,401.7900085449219,392.9200134277344,401.1400146484375,53403600,0.0,0.0,MSFT
2026-02-06,400.8699951171875,414.5499877929688,397.75,411.1099853515625,62559600,0.0,0.0,TSLA
