season_code,league_name,division,Date,HomeTeam,AwayTeam,home_score,away_score,result,home_score_ht,away_score_ht,result_ht,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red
1819,Ligue 1,F1,2018-12-09,Lille,Reims,1,1,D,0,0,D,12,8,3,3,5,4,14,24,1,3,0,0
1819,Ligue 1,F1,2018-12-09,Strasbourg,Caen,2,2,D,2,1,H,10,5,4,3,8,4,11,13,1,1,0,0
1819,Ligue 1,F1,2018-12-15,Reims,Strasbourg,2,1,H,1,0,H,12,5,5,3,6,3,19,16,1,1,0,0
1819,Ligue 1,F1,2018-12-16,Lyon,Monaco,3,0,H,2,0,H,21,4,11,1,7,1,14,9,1,2,0,1
1819,Ligue 1,F1,2018-12-16,Nice,St Etienne,1,1,D,0,0,D,23,11,7,4,7,6,6,20,2,3,1,1
1819,Ligue 1,F1,2018-12-16,Nimes,Lille,2,3,A,0,2,A,17,7,6,6,6,2,21,12,3,3,0,1
1819,Ligue 1,F1,2018-12-18,Caen,Toulouse,2,1,H,1,1,D,13,7,7,2,2,3,15,27,2,2,0,0
1819,Ligue 1,F1,2018-12-22,Angers,Marseille,1,1,D,1,0,H,15,14,4,2,6,4,9,14,1,3,0,0
1819,Ligue 1,F1,2018-12-22,Lille,Toulouse,1,2,A,1,0,H,17,6,5,3,6,7,11,18,3,4,0,0
1819,Ligue 1,F1,2018-12-22,Monaco,Guingamp,0,2,A,0,0,D,5,9,2,3,8,6,19,15,2,4,0,0
1819,Ligue 1,F1,2018-12-22,Montpellier,Lyon,1,1,D,0,0,D,13,10,4,3,6,2,20,11,2,1,0,0
1819,Ligue 1,F1,2018-12-22,Paris SG,Nantes,1,0,H,0,0,D,23,11,3,2,9,1,7,11,2,0,0,0
1819,Ligue 1,F1,2018-12-22,Reims,Caen,2,2,D,1,2,A,19,7,11,2,10,2,9,16,3,3,0,0
1819,Ligue 1,F1,2018-12-22,Rennes,Nimes,4,0,H,2,0,H,13,18,7,6,2,7,11,13,1,2,0,0
1819,Ligue 1,F1,2018-12-22,St Etienne,Dijon,3,0,H,1,0,H,18,7,9,2,5,3,13,17,4,3,0,0
1819,Ligue 1,F1,2018-12-22,Strasbourg,Nice,2,0,H,2,0,H,11,9,5,4,2,4,15,12,2,0,0,0
1819,Ligue 1,F1,2018-12-23,Bordeaux,Amiens,1,1,D,1,0,H,9,8,4,4,6,6,10,10,0,2,0,0
1819,Ligue 1,F1,2019-01-08,Amiens,Angers,0,0,D,0,0,D,21,7,5,2,4,7,13,7,0,1,0,0
1819,Ligue 1,F1,2019-01-08,Nantes,Montpellier,2,0,H,0,0,D,16,9,5,2,4,3,17,9,1,2,0,1
1819,Ligue 1,F1,2019-01-11,Caen,Lille,1,3,A,0,2,A,9,12,3,7,4,2,14,18,3,1,0,1
1819,Ligue 1,F1,2019-01-11,Lyon,Reims,1,1,D,0,1,A,15,9,5,5,8,0,14,7,0,1,0,0
1819,Ligue 1,F1,2019-01-12,Amiens,Paris SG,0,3,A,0,0,D,4,20,1,9,1,8,16,16,3,0,1,0
1819,Ligue 1,F1,2019-01-12,Guingamp,St Etienne,0,1,A,0,1,A,11,4,2,2,9,4,10,12,0,1,0,0
1819,Ligue 1,F1,2019-01-12,Nice,Bordeaux,1,0,H,1,0,H,9,18,3,4,5,5,17,17,2,3,0,0
1819,Ligue 1,F1,2019-01-13,Dijon,Montpellier,1,1,D,0,0,D,13,13,7,6,3,7,21,14,2,0,0,0
1819,Ligue 1,F1,2019-01-13,Marseille,Monaco,1,1,D,1,1,D,14,8,3,3,6,3,12,10,2,1,0,0
1819,Ligue 1,F1,2019-01-13,Nantes,Rennes,0,1,A,0,1,A,24,6,3,1,4,3,13,16,5,3,0,0
1819,Ligue 1,F1,2019-01-13,Toulouse,Strasbourg,1,2,A,1,1,D,17,12,4,5,7,4,9,8,1,1,0,0
1819,Ligue 1,F1,2019-01-15,Angers,Bordeaux,1,2,A,0,1,A,19,9,8,4,9,7,10,9,1,0,0,0
1819,Ligue 1,F1,2019-01-16,Guingamp,Rennes,2,1,H,1,0,H,7,17,2,3,7,4,10,14,2,3,0,0
1819,Ligue 1,F1,2019-01-16,Monaco,Nice,1,1,D,0,1,A,13,6,5,2,10,2,13,9,2,2,0,1
1819,Ligue 1,F1,2019-01-16,Nimes,Nantes,1,0,H,0,0,D,10,11,2,3,5,4,13,11,0,0,0,0
1819,Ligue 1,F1,2019-01-16,St Etienne,Marseille,2,1,H,0,1,A,11,15,5,4,4,2,13,14,0,0,0,0
1819,Ligue 1,F1,2019-01-16,Toulouse,Lyon,2,2,D,1,0,H,6,22,4,5,4,10,12,10,4,3,0,0
1819,Ligue 1,F1,2019-01-18,Lille,Amiens,2,1,H,1,1,D,17,2,3,1,4,3,8,18,0,3,0,0
1819,Ligue 1,F1,2019-01-19,Monaco,Strasbourg,1,5,A,1,2,A,9,16,5,6,3,7,13,9,4,2,1,1
1819,Ligue 1,F1,2019-01-19,Nimes,Toulouse,0,1,A,0,1,A,18,11,6,4,8,2,17,13,3,1,0,0
1819,Ligue 1,F1,2019-01-19,Paris SG,Guingamp,9,0,H,3,0,H,26,2,12,0,8,1,11,7,1,0,0,0
1819,Ligue 1,F1,2019-01-19,Reims,Nice,1,1,D,1,0,H,10,9,2,5,2,7,16,10,0,3,0,0
1819,Ligue 1,F1,2019-01-20,Angers,Nantes,1,0,H,0,0,D,4,13,3,4,3,6,9,20,2,3,0,0
1819,Ligue 1,F1,2019-01-20,Bordeaux,Dijon,1,0,H,0,0,D,13,10,5,3,2,2,12,13,3,3,0,1
1819,Ligue 1,F1,2019-01-20,Caen,Marseille,0,1,A,0,0,D,9,9,4,1,5,4,19,16,6,3,1,0
1819,Ligue 1,F1,2019-01-20,Rennes,Montpellier,0,0,D,0,0,D,16,13,1,3,6,0,13,18,2,2,0,0
1819,Ligue 1,F1,2019-01-20,St Etienne,Lyon,1,2,A,1,0,H,15,23,9,7,4,4,18,7,2,2,0,0
1819,Ligue 1,F1,2019-01-23,Nimes,Angers,3,1,H,2,0,H,15,11,6,4,9,2,12,9,1,2,0,0
1819,Ligue 1,F1,2019-01-25,Marseille,Lille,1,2,A,0,1,A,15,9,5,3,9,6,14,7,5,3,1,0
1819,Ligue 1,F1,2019-01-26,Dijon,Monaco,2,0,H,1,0,H,13,18,7,5,3,5,15,9,3,2,0,1
1819,Ligue 1,F1,2019-01-26,Guingamp,Reims,0,1,A,0,1,A,6,7,2,3,4,4,12,13,1,2,1,0
1819,Ligue 1,F1,2019-01-26,Nice,Nimes,2,0,H,1,0,H,15,14,7,7,6,4,10,13,1,3,0,0
1819,Ligue 1,F1,2019-01-26,Strasbourg,Bordeaux,1,0,H,0,0,D,10,11,5,1,5,4,19,18,2,2,0,0
1819,Ligue 1,F1,2019-01-27,Amiens,Lyon,0,1,A,0,0,D,12,18,2,11,3,4,17,15,1,3,0,0
1819,Ligue 1,F1,2019-01-27,Montpellier,Caen,2,0,H,0,0,D,11,9,6,1,4,3,15,17,1,1,0,0
1819,Ligue 1,F1,2019-01-27,Paris SG,Rennes,4,1,H,1,1,D,16,10,7,3,2,1,8,7,1,2,0,0
1819,Ligue 1,F1,2019-01-27,Toulouse,Angers,0,0,D,0,0,D,14,13,4,3,4,5,13,11,1,1,0,0
1819,Ligue 1,F1,2019-01-30,Nantes,St Etienne,1,1,D,0,0,D,13,10,3,4,7,6,12,12,2,1,1,1
1819,Ligue 1,F1,2019-02-01,Lille,Nice,4,0,H,2,0,H,15,5,7,2,4,1,16,7,2,0,0,1
1819,Ligue 1,F1,2019-02-02,Angers,Dijon,1,0,H,1,0,H,12,7,5,2,4,8,14,11,0,0,0,0
1819,Ligue 1,F1,2019-02-02,Monaco,Toulouse,2,1,H,1,1,D,13,10,3,3,6,5,11,16,2,3,0,0
1819,Ligue 1,F1,2019-02-02,Reims,Marseille,2,1,H,1,0,H,9,13,4,5,6,5,11,15,3,0,0,0
1819,Ligue 1,F1,2019-02-02,Rennes,Amiens,1,0,H,0,0,D,15,8,4,1,7,4,11,12,1,3,0,0
1819,Ligue 1,F1,2019-02-03,Lyon,Paris SG,2,1,H,1,1,D,14,16,10,9,6,8,10,12,1,2,0,0
1819,Ligue 1,F1,2019-02-03,Nimes,Montpellier,1,1,D,1,0,H,12,11,5,4,5,3,20,23,2,1,0,0
1819,Ligue 1,F1,2019-02-05,Marseille,Bordeaux,1,0,H,1,0,H,24,6,7,1,4,2,18,13,3,2,0,1
1819,Ligue 1,F1,2019-02-08,Dijon,Marseille,1,2,A,1,0,H,10,18,4,8,3,12,11,11,3,3,0,0
1819,Ligue 1,F1,2019-02-09,Amiens,Caen,1,0,H,0,0,D,10,11,1,4,4,2,12,14,0,0,0,0
1819,Ligue 1,F1,2019-02-09,Paris SG,Bordeaux,1,0,H,1,0,H,10,8,3,3,4,8,14,21,3,3,0,0
1819,Ligue 1,F1,2019-02-09,Strasbourg,Angers,1,2,A,0,1,A,16,8,7,3,5,3,14,13,2,3,0,0
1819,Ligue 1,F1,2019-02-10,Guingamp,Lille,0,2,A,0,0,D,7,9,1,3,7,4,15,11,2,1,0,0
1819,Ligue 1,F1,2019-02-10,Montpellier,Monaco,2,2,D,0,1,A,12,10,3,5,5,3,16,20,1,6,0,1
1819,Ligue 1,F1,2019-02-10,Nantes,Nimes,2,4,A,2,0,H,15,13,4,4,9,4,10,11,1,2,0,0
1819,Ligue 1,F1,2019-02-10,Nice,Lyon,1,0,H,0,0,D,11,23,4,5,4,14,7,13,2,2,0,0
1819,Ligue 1,F1,2019-02-10,Rennes,St Etienne,3,0,H,1,0,H,15,15,5,3,6,8,7,8,0,4,0,1
1819,Ligue 1,F1,2019-02-10,Toulouse,Reims,1,1,D,0,0,D,9,9,3,3,3,3,18,13,2,4,0,0
1819,Ligue 1,F1,2019-02-13,Caen,Nantes,0,1,A,0,0,D,14,13,1,4,4,8,17,11,4,3,0,1
1819,Ligue 1,F1,2019-02-13,St Etienne,Strasbourg,2,1,H,2,0,H,11,9,6,2,3,4,11,28,0,5,0,0
1819,Ligue 1,F1,2019-02-15,Lyon,Guingamp,2,1,H,2,1,H,18,14,9,3,7,2,5,10,2,1,0,0
1819,Ligue 1,F1,2019-02-15,Nimes,Dijon,2,0,H,1,0,H,14,12,6,2,5,4,10,17,2,5,0,1
1819,Ligue 1,F1,2019-02-16,Angers,Nice,3,0,H,1,0,H,12,13,4,4,8,5,12,8,0,2,0,0
1819,Ligue 1,F1,2019-02-16,Marseille,Amiens,2,0,H,2,0,H,16,10,5,2,3,6,15,15,1,0,0,0
1819,Ligue 1,F1,2019-02-16,Monaco,Nantes,1,0,H,1,0,H,11,6,6,2,2,3,13,22,4,2,0,0
1819,Ligue 1,F1,2019-02-17,Bordeaux,Toulouse,2,1,H,1,0,H,8,20,4,5,7,5,14,20,2,2,0,0
1819,Ligue 1,F1,2019-02-17,Caen,Strasbourg,0,0,D,0,0,D,11,15,2,3,8,6,6,13,0,3,0,0
1819,Ligue 1,F1,2019-02-17,Lille,Montpellier,0,0,D,0,0,D,12,8,3,2,1,4,10,12,3,3,0,0
1819,Ligue 1,F1,2019-02-17,Reims,Rennes,2,0,H,1,0,H,7,10,4,1,2,4,13,10,1,1,0,0
1819,Ligue 1,F1,2019-02-17,St Etienne,Paris SG,0,1,A,0,0,D,11,11,2,3,4,5,8,18,1,5,0,0
1819,Ligue 1,F1,2019-02-20,Bordeaux,Guingamp,0,0,D,0,0,D,11,13,4,1,8,7,7,12,2,2,0,0
1819,Ligue 1,F1,2019-02-20,Paris SG,Montpellier,5,1,H,2,1,H,18,15,9,7,8,3,11,11,2,1,0,0
1819,Ligue 1,F1,2019-02-22,Dijon,St Etienne,0,1,A,0,0,D,11,16,2,6,4,5,13,7,0,0,0,0
1819,Ligue 1,F1,2019-02-22,Strasbourg,Lille,1,1,D,0,1,A,9,15,2,5,6,2,16,13,1,1,0,0
1819,Ligue 1,F1,2019-02-23,Amiens,Nice,1,0,H,1,0,H,11,7,4,0,4,4,13,15,0,2,0,0
1819,Ligue 1,F1,2019-02-23,Guingamp,Angers,1,0,H,0,0,D,8,8,3,1,6,2,11,12,2,2,0,0
1819,Ligue 1,F1,2019-02-23,Paris SG,Nimes,3,0,H,1,0,H,21,8,7,3,9,7,15,10,3,0,0,0
1819,Ligue 1,F1,2019-02-24,Monaco,Lyon,2,0,H,2,0,H,11,9,5,3,3,6,20,18,3,1,0,0
1819,Ligue 1,F1,2019-02-24,Montpellier,Reims,2,4,A,1,1,D,19,15,4,8,5,2,13,12,0,1,0,0
1819,Ligue 1,F1,2019-02-24,Nantes,Bordeaux,1,0,H,0,0,D,19,7,8,2,11,1,12,14,2,2,0,0
1819,Ligue 1,F1,2019-02-24,Rennes,Marseille,1,1,D,1,0,H,16,9,3,2,7,2,14,15,4,3,0,1
1819,Ligue 1,F1,2019-02-24,Toulouse,Caen,1,1,D,0,1,A,12,13,8,4,6,2,14,15,2,3,0,1
1819,Ligue 1,F1,2019-03-02,Angers,Monaco,2,2,D,2,0,H,13,12,4,5,2,3,8,15,2,3,0,0
1819,Ligue 1,F1,2019-03-02,Caen,Paris SG,1,2,A,0,0,D,7,25,2,7,2,8,13,13,2,1,0,0
1819,Ligue 1,F1,2019-03-02,Reims,Amiens,2,2,D,0,2,A,10,8,4,2,6,3,11,11,1,1,0,0
1819,Ligue 1,F1,2019-03-03,Guingamp,Nantes,0,0,D,0,0,D,7,9,1,3,3,1,19,13,1,2,0,0
1819,Ligue 1,F1,2019-03-03,Lille,Dijon,1,0,H,0,0,D,14,6,1,1,9,5,9,15,0,1,0,0
1819,Ligue 1,F1,2019-03-03,Lyon,Toulouse,5,1,H,3,1,H,21,5,10,2,8,1,12,14,0,2,0,1
1819,Ligue 1,F1,2019-03-03,Marseille,St Etienne,2,0,H,2,0,H,12,7,7,2,3,5,8,22,2,2,0,0
1819,Ligue 1,F1,2019-03-03,Nice,Strasbourg,1,0,H,1,0,H,9,10,2,1,5,3,4,14,0,0,1,1
1819,Ligue 1,F1,2019-03-05,Bordeaux,Montpellier,1,2,A,1,1,D,15,8,4,5,12,2,14,15,1,1,0,0
1819,Ligue 1,F1,2019-03-09,Amiens,Nimes,2,1,H,0,0,D,21,14,6,2,4,5,15,15,2,1,1,0
1819,Ligue 1,F1,2019-03-09,Dijon,Reims,1,1,D,1,1,D,5,26,1,5,4,6,18,14,1,1,1,0
1819,Ligue 1,F1,2019-03-09,Monaco,Bordeaux,1,1,D,0,0,D,16,9,9,3,4,3,12,12,5,2,0,0
1819,Ligue 1,F1,2019-03-09,Strasbourg,Lyon,2,2,D,0,1,A,17,21,7,8,5,6,17,12,1,2,0,0
1819,Ligue 1,F1,2019-03-10,Marseille,Nice,1,0,H,0,0,D,12,6,6,1,9,0,17,16,2,1,0,0
1819,Ligue 1,F1,2019-03-10,Montpellier,Angers,2,2,D,2,0,H,8,12,4,6,5,8,12,10,3,0,0,1
1819,Ligue 1,F1,2019-03-10,Rennes,Caen,3,1,H,1,1,D,11,6,6,1,5,4,11,16,2,4,0,1
1819,Ligue 1,F1,2019-03-10,St Etienne,Lille,0,1,A,0,0,D,7,14,1,8,9,4,10,12,4,3,2,0
1819,Ligue 1,F1,2019-03-10,Toulouse,Guingamp,1,0,H,1,0,H,19,4,4,0,8,2,12,15,1,2,0,1
1819,Ligue 1,F1,2019-03-12,Dijon,Paris SG,0,4,A,0,2,A,9,16,2,7,3,5,16,5,2,1,0,0
1819,Ligue 1,F1,2019-03-15,Lille,Monaco,0,1,A,0,0,D,12,12,3,8,5,3,14,18,3,2,0,0
1819,Ligue 1,F1,2019-03-15,Nice,Toulouse,1,1,D,1,0,H,10,18,2,3,2,6,8,20,0,2,0,0
1819,Ligue 1,F1,2019-03-16,Angers,Amiens,0,0,D,0,0,D,11,8,3,4,2,1,14,18,1,4,0,0
1819,Ligue 1,F1,2019-03-16,Caen,St Etienne,0,5,A,0,3,A,2,13,1,7,0,8,18,12,0,0,0,0
1819,Ligue 1,F1,2019-03-16,Guingamp,Dijon,1,0,H,0,0,D,14,12,2,4,6,4,8,9,0,2,0,0
1819,Ligue 1,F1,2019-03-16,Nimes,Strasbourg,2,2,D,0,1,A,15,6,4,2,7,1,11,17,4,5,0,0
1819,Ligue 1,F1,2019-03-17,Bordeaux,Rennes,1,1,D,0,0,D,14,10,4,3,3,9,13,11,2,3,0,0
1819,Ligue 1,F1,2019-03-17,Lyon,Montpellier,3,2,H,1,1,D,23,10,13,4,8,6,7,11,1,2,0,0
1819,Ligue 1,F1,2019-03-17,Paris SG,Marseille,3,1,H,1,0,H,8,3,6,2,7,3,11,19,4,3,0,1
1819,Ligue 1,F1,2019-03-17,Reims,Nantes,1,0,H,0,0,D,10,7,2,1,7,3,8,16,4,3,0,1
1819,Ligue 1,F1,2019-03-29,Rennes,Lyon,0,1,A,0,0,D,12,18,2,5,2,6,13,19,2,3,0,0
1819,Ligue 1,F1,2019-03-30,Marseille,Angers,2,2,D,2,1,H,11,14,5,4,3,7,18,10,4,1,1,0
1819,Ligue 1,F1,2019-03-31,Amiens,Bordeaux,0,0,D,0,0,D,12,5,3,0,7,1,8,21,1,3,0,0
1819,Ligue 1,F1,2019-03-31,Dijon,Nice,0,1,A,0,0,D,14,12,1,6,8,5,17,11,3,1,1,0
1819,Ligue 1,F1,2019-03-31,Monaco,Caen,0,1,A,0,1,A,24,7,6,2,13,0,12,14,1,2,0,0
1819,Ligue 1,F1,2019-03-31,Nantes,Lille,2,3,A,0,0,D,8,10,2,3,3,6,15,21,2,3,0,0
1819,Ligue 1,F1,2019-03-31,Toulouse,Paris SG,0,1,A,0,0,D,9,10,3,4,6,6,13,14,2,1,0,0
1819,Ligue 1,F1,2019-04-01,St Etienne,Nimes,2,1,H,1,1,D,14,15,9,6,5,7,7,8,3,4,0,0
1819,Ligue 1,F1,2019-04-03,Montpellier,Guingamp,2,0,H,1,0,H,17,8,7,3,5,8,12,7,0,2,0,0
1819,Ligue 1,F1,2019-04-03,Strasbourg,Reims,4,0,H,1,0,H,13,10,9,3,4,9,15,13,2,3,1,0
1819,Ligue 1,F1,2019-04-05,Bordeaux,Marseille,2,0,H,1,0,H,7,20,7,5,1,11,16,13,2,3,1,0
1819,Ligue 1,F1,2019-04-06,Amiens,St Etienne,2,2,D,1,1,D,5,26,4,6,1,7,10,13,2,2,1,0
1819,Ligue 1,F1,2019-04-06,Angers,Rennes,3,3,D,0,1,A,17,7,9,5,4,2,11,13,3,4,0,0
1819,Ligue 1,F1,2019-04-06,Guingamp,Monaco,1,1,D,1,0,H,11,18,2,5,3,9,17,14,4,5,0,0
1819,Ligue 1,F1,2019-04-06,Lyon,Dijon,1,3,A,1,2,A,27,8,6,4,8,3,14,17,1,2,0,0
1819,Ligue 1,F1,2019-04-06,Nimes,Caen,2,0,H,0,0,D,12,5,7,1,4,2,19,16,1,4,0,0
1819,Ligue 1,F1,2019-04-07,Nice,Montpellier,1,0,H,1,0,H,15,16,5,4,6,3,11,14,1,1,0,0
1819,Ligue 1,F1,2019-04-07,Paris SG,Strasbourg,2,2,D,1,2,A,21,9,6,4,10,5,7,10,0,2,0,0
1819,Ligue 1,F1,2019-04-07,Reims,Lille,1,1,D,0,0,D,10,11,3,4,6,4,15,12,2,2,0,0
1819,Ligue 1,F1,2019-04-07,Toulouse,Nantes,1,0,H,0,0,D,14,19,5,1,4,5,19,11,3,1,0,1
1819,Ligue 1,F1,2019-04-09,Nimes,Rennes,3,1,H,1,1,D,19,8,8,3,5,3,10,12,2,2,1,1
1819,Ligue 1,F1,2019-04-12,Dijon,Amiens,0,0,D,0,0,D,18,4,5,1,8,1,13,11,3,3,0,1
1819,Ligue 1,F1,2019-04-12,Nantes,Lyon,2,1,H,1,1,D,14,11,5,4,6,7,9,11,2,1,0,0
1819,Ligue 1,F1,2019-04-13,Caen,Angers,0,1,A,0,0,D,8,13,2,5,1,3,14,13,4,1,0,0
1819,Ligue 1,F1,2019-04-13,Marseille,Nimes,2,1,H,0,0,D,14,8,4,3,4,6,11,15,1,2,0,0
1819,Ligue 1,F1,2019-04-13,Monaco,Reims,0,0,D,0,0,D,27,10,6,3,18,3,12,13,2,0,0,0
1819,Ligue 1,F1,2019-04-13,Strasbourg,Guingamp,3,3,D,1,1,D,11,15,6,5,1,4,12,14,1,2,0,0
1819,Ligue 1,F1,2019-04-14,Lille,Paris SG,5,1,H,1,1,D,15,10,6,5,2,2,10,11,1,3,0,1
1819,Ligue 1,F1,2019-04-14,Montpellier,Toulouse,2,1,H,0,0,D,16,6,5,2,4,3,12,16,2,1,0,0
1819,Ligue 1,F1,2019-04-14,Rennes,Nice,0,0,D,0,0,D,14,7,7,2,4,2,13,8,2,1,0,0
1819,Ligue 1,F1,2019-04-14,St Etienne,Bordeaux,3,0,H,0,0,D,14,5,6,1,8,4,13,13,2,0,0,0
1819,Ligue 1,F1,2019-04-17,Nantes,Paris SG,3,2,H,2,1,H,15,9,8,6,4,4,13,14,1,3,0,0
1819,Ligue 1,F1,2019-04-19,Dijon,Rennes,3,2,H,1,0,H,12,10,10,4,6,6,17,19,2,3,0,0
1819,Ligue 1,F1,2019-04-19,Lyon,Angers,2,1,H,2,0,H,24,11,11,3,7,7,9,5,0,2,0,0
1819,Ligue 1,F1,2019-04-20,Guingamp,Marseille,1,3,A,0,2,A,9,15,3,6,3,5,16,13,2,3,0,0
1819,Ligue 1,F1,2019-04-20,Nice,Caen,0,1,A,0,0,D,21,7,8,2,11,4,7,15,2,3,0,0
1819,Ligue 1,F1,2019-04-20,Nimes,Bordeaux,2,1,H,1,1,D,8,11,2,2,3,6,14,22,0,4,0,0
1819,Ligue 1,F1,2019-04-20,Strasbourg,Montpellier,1,3,A,1,2,A,6,20,1,7,3,5,16,12,2,2,0,0
1819,Ligue 1,F1,2019-04-21,Nantes,Amiens,3,2,H,0,0,D,10,8,4,4,4,1,14,12,2,3,0,0
1819,Ligue 1,F1,2019-04-21,Paris SG,Monaco,3,1,H,2,0,H,10,15,5,4,3,4,13,9,0,1,0,0
1819,Ligue 1,F1,2019-04-21,Reims,St Etienne,0,2,A,0,1,A,8,14,1,3,1,6,16,7,3,0,0,0
1819,Ligue 1,F1,2019-04-21,Toulouse,Lille,0,0,D,0,0,D,10,16,2,4,2,3,16,18,2,3,0,0
1819,Ligue 1,F1,2019-04-26,Bordeaux,Lyon,2,3,A,2,1,H,10,18,2,5,2,3,15,11,3,3,1,0
1819,Ligue 1,F1,2019-04-28,Amiens,Strasbourg,0,0,D,0,0,D,8,7,1,1,3,1,12,21,1,3,0,0
1819,Ligue 1,F1,2019-04-28,Angers,Reims,1,1,D,0,0,D,10,5,5,4,4,0,6,16,0,3,0,0
1819,Ligue 1,F1,2019-04-28,Caen,Dijon,1,0,H,0,0,D,14,12,2,3,5,3,17,19,1,4,0,0
1819,Ligue 1,F1,2019-04-28,Lille,Nimes,5,0,H,0,0,D,14,8,8,3,1,4,8,14,1,2,0,0
1819,Ligue 1,F1,2019-04-28,Marseille,Nantes,1,2,A,1,1,D,17,14,2,6,7,4,13,14,4,1,0,0
1819,Ligue 1,F1,2019-04-28,Nice,Guingamp,3,0,H,1,0,H,15,14,5,3,2,4,12,19,4,3,0,0
1819,Ligue 1,F1,2019-04-28,St Etienne,Toulouse,2,0,H,2,0,H,14,12,7,3,5,6,17,15,1,2,0,0
1819,Ligue 1,F1,2019-04-30,Montpellier,Paris SG,3,2,H,1,1,D,15,8,9,3,9,3,17,15,3,4,0,0
1819,Ligue 1,F1,2019-05-01,Rennes,Monaco,2,2,D,2,0,H,10,16,4,5,5,9,13,12,2,2,0,0
1819,Ligue 1,F1,2019-05-03,Strasbourg,Marseille,1,1,D,0,0,D,7,13,4,2,0,4,12,15,1,2,0,0
1819,Ligue 1,F1,2019-05-04,Bordeaux,Angers,0,1,A,0,1,A,10,9,2,1,5,1,17,14,2,0,0,0
1819,Ligue 1,F1,2019-05-04,Guingamp,Caen,0,0,D,0,0,D,10,1,1,0,5,0,24,14,1,4,0,0
1819,Ligue 1,F1,2019-05-04,Paris SG,Nice,1,1,D,0,0,D,17,8,5,2,9,1,15,14,2,3,0,0
1819,Ligue 1,F1,2019-05-04,Reims,Nimes,0,3,A,0,2,A,8,15,2,5,3,5,17,7,3,2,0,0
1819,Ligue 1,F1,2019-05-05,Lyon,Lille,2,2,D,1,0,H,20,13,8,6,5,4,13,18,0,2,0,0
1819,Ligue 1,F1,2019-05-05,Monaco,St Etienne,2,3,A,1,0,H,13,8,5,3,2,8,12,16,3,5,0,0
1819,Ligue 1,F1,2019-05-05,Montpellier,Amiens,1,1,D,0,0,D,13,4,4,1,5,0,14,22,1,2,0,0
1819,Ligue 1,F1,2019-05-05,Nantes,Dijon,3,0,H,0,0,D,22,8,5,3,3,2,9,13,0,2,0,1
1819,Ligue 1,F1,2019-05-05,Toulouse,Rennes,2,2,D,1,1,D,19,11,4,3,6,6,20,15,3,3,0,0
1819,Ligue 1,F1,2019-05-10,St Etienne,Montpellier,0,1,A,0,0,D,16,11,5,4,11,1,11,18,3,4,1,1
1819,Ligue 1,F1,2019-05-11,Amiens,Toulouse,0,0,D,0,0,D,19,7,3,2,3,3,13,21,2,4,0,0
1819,Ligue 1,F1,2019-05-11,Angers,Paris SG,1,2,A,0,1,A,14,9,4,4,2,3,27,18,0,0,0,1
1819,Ligue 1,F1,2019-05-11,Caen,Reims,3,2,H,3,1,H,14,15,10,4,4,9,7,19,1,2,0,0
1819,Ligue 1,F1,2019-05-11,Dijon,Strasbourg,2,1,H,1,0,H,13,17,6,8,2,7,12,13,1,1,0,0
1819,Ligue 1,F1,2019-05-11,Nice,Nantes,1,1,D,0,1,A,8,13,2,3,4,1,13,13,2,3,0,0
1819,Ligue 1,F1,2019-05-11,Nimes,Monaco,1,0,H,1,0,H,12,12,4,5,5,9,19,19,1,4,0,0
1819,Ligue 1,F1,2019-05-12,Lille,Bordeaux,1,0,H,1,0,H,6,5,4,1,3,4,6,12,2,4,0,1
1819,Ligue 1,F1,2019-05-12,Marseille,Lyon,0,3,A,0,1,A,17,15,6,5,4,1,16,11,3,1,1,0
1819,Ligue 1,F1,2019-05-12,Rennes,Guingamp,1,1,D,1,0,H,7,23,4,9,6,8,12,12,3,1,1,0
1819,Ligue 1,F1,2019-05-18,Bordeaux,Reims,0,1,A,0,1,A,13,9,4,2,10,0,11,15,0,1,0,0
1819,Ligue 1,F1,2019-05-18,Guingamp,Nimes,2,2,D,2,0,H,18,21,9,4,5,5,17,12,2,2,0,0
1819,Ligue 1,F1,2019-05-18,Lille,Angers,5,0,H,2,0,H,18,13,12,3,3,6,13,12,1,3,0,0
1819,Ligue 1,F1,2019-05-18,Lyon,Caen,4,0,H,0,0,D,16,7,8,2,4,4,10,11,3,1,0,0
1819,Ligue 1,F1,2019-05-18,Monaco,Amiens,2,0,H,1,0,H,10,9,3,3,4,5,22,13,5,2,0,0
1819,Ligue 1,F1,2019-05-18,Montpellier,Nantes,1,1,D,0,1,A,16,10,2,2,4,3,13,11,0,3,0,0
1819,Ligue 1,F1,2019-05-18,Paris SG,Dijon,4,0,H,3,0,H,17,13,7,3,2,5,13,4,1,1,0,0
1819,Ligue 1,F1,2019-05-18,St Etienne,Nice,3,0,H,1,0,H,11,19,5,5,2,9,17,14,0,3,0,0
1819,Ligue 1,F1,2019-05-18,Strasbourg,Rennes,0,2,A,0,1,A,19,11,6,6,11,1,10,14,1,2,0,0
1819,Ligue 1,F1,2019-05-18,Toulouse,Marseille,2,5,A,1,1,D,19,21,5,8,5,9,4,11,1,2,0,0
